invoice_id,customer_id,invoice_date,invoice_amount,tax,discount,net_amount
INV0030435,CUST000737,2026-08-05,97893.68,11204.02,1055.64,108042.06
INV0030436,CUST000656,2026-08-01,31946.74,2667.68,368.45,34245.97
INV0030437,CUST004078,2026-08-09,35852.58,4580.99,217.61,40215.96
INV0030438,CUST009516,2026-08-13,45699.61,3417.76,4137.78,44979.59
INV0030439,CUST004819,2026-08-22,71432.25,7712.21,527.34,78617.12
INV0030440,CUST001402,2026-08-05,16235.3,1574.77,778.35,17031.72
INV0030441,CUST002078,2026-08-27,80746.79,8467.47,2663.92,86550.34
INV0030442,CUST000257,2026-08-18,55761.86,4005.64,2323.01,57444.49
INV0030443,CUST005509,2026-08-05,27648.39,2815.53,1552.97,28910.95
INV0030444,CUST002137,2026-08-10,5756.22,416.7,434.7,5738.22
INV0030445,CUST002910,2026-08-04,84072.84,13857.31,1420.13,96510.02
INV0030446,CUST009054,2026-08-14,24940.1,3864.12,1443.63,27360.59
INV0030447,CUST001304,2026-08-06,40077.31,2708.26,2941.98,39843.59
INV0030448,CUST003246,2026-08-27,42864.36,5062.69,889.7,47037.35
INV0030449,CUST005118,2026-08-17,77804.8,8628.68,3838.49,82594.99
INV0030450,CUST006405,2026-08-27,50736.56,3580.4,196.47,54120.49
INV0030451,CUST006368,2026-08-24,52883.86,4227.76,1861.56,55250.06
INV0030452,CUST003521,2026-08-28,2994.38,177.39,147.17,3024.6
INV0030453,CUST009448,2026-08-11,42630.44,3072.44,2720.51,42982.37
INV0030454,CUST004543,2026-08-21,28562.77,4583.69,660.08,32486.38
INV0030455,CUST003683,2026-08-03,76047.1,11379.27,5919.41,81506.96
INV0030456,CUST004418,2026-08-03,60557.4,5416.27,543.85,65429.82
INV0030457,CUST001152,2026-08-15,6454.32,649.35,616.67,6487.0
INV0030458,CUST001616,2026-08-21,29426.24,4515.97,193.97,33748.24
INV0030459,CUST007100,2026-08-12,31970.09,4915.89,381.32,36504.66
INV0030460,CUST009473,2026-08-26,20294.07,1983.75,1008.52,21269.3
INV0030461,CUST007825,2026-08-19,28801.85,4617.17,1560.75,31858.27
INV0030462,CUST009780,2026-08-11,14340.8,917.79,675.31,14583.28
INV0030463,CUST002287,2026-08-04,32144.79,3284.87,1495.07,33934.59
INV0030464,CUST004601,2026-08-14,42825.02,3767.18,2883.53,43708.67
INV0030465,CUST009285,2026-08-09,49954.02,3281.13,3554.0,49681.15
INV0030466,CUST004125,2026-08-01,28329.8,2367.78,296.53,30401.05
INV0030467,CUST003536,2026-08-04,62936.67,3697.34,5565.48,61068.53
INV0030468,CUST007115,2026-08-01,89406.12,6738.57,4245.05,91899.64
INV0030469,CUST009796,2026-08-26,34993.92,2576.62,513.61,37056.93
INV0030470,CUST004568,2026-08-16,34102.23,5515.11,1393.61,38223.73
INV0030471,CUST002733,2026-08-29,65705.13,9893.4,5578.06,70020.47
INV0030472,CUST002016,2026-08-29,81207.14,11511.23,1804.51,90913.86
INV0030473,CUST009522,2026-08-23,65100.91,8439.38,6015.59,67524.7
INV0030474,CUST006633,2026-08-26,47012.55,7821.03,4583.92,50249.66
INV0030475,CUST000679,2026-08-04,3338.97,488.1,121.17,3705.9
INV0030476,CUST005591,2026-08-06,37980.74,3904.51,2670.08,39215.17
INV0030477,CUST000088,2026-08-04,93520.36,5809.66,7810.14,91519.88
INV0030478,CUST004814,2026-08-03,26327.01,4471.2,2285.64,28512.57
INV0030479,CUST003483,2026-08-01,66510.26,11048.31,5107.09,72451.48
INV0030480,CUST003258,2026-08-30,4925.98,749.96,75.81,5600.13
INV0030481,CUST004120,2026-08-05,28555.03,4598.23,565.51,32587.75
INV0030482,CUST004729,2026-08-02,34148.82,5876.43,2058.53,37966.72
INV0030483,CUST003687,2026-08-24,44758.76,4550.84,649.32,48660.28
INV0030484,CUST006201,2026-08-17,68065.39,11595.92,4145.75,75515.56
INV0030485,CUST000354,2026-08-11,35472.08,2772.49,2054.51,36190.06
INV0030486,CUST007381,2026-08-26,60163.67,4476.81,1564.04,63076.44
INV0030487,CUST000278,2026-08-07,96977.29,10839.56,3032.27,104784.58
INV0030488,CUST005293,2026-08-29,9923.05,1342.24,104.83,11160.46
INV0030489,CUST004489,2026-08-21,50433.7,3085.7,910.85,52608.55
INV0030490,CUST000692,2026-08-17,27828.02,4697.96,1950.15,30575.83
INV0030491,CUST000256,2026-08-30,82373.29,10479.23,3845.53,89006.99
INV0030492,CUST009402,2026-08-12,54560.78,6062.86,2853.25,57770.39
INV0030493,CUST007437,2026-08-01,97421.41,6433.37,3492.59,100362.19
INV0030494,CUST009763,2026-08-02,49876.97,8349.59,4375.57,53850.99
INV0030495,CUST002950,2026-08-14,17516.56,1059.88,1164.19,17412.25
INV0030496,CUST001199,2026-08-07,40449.72,6843.13,3043.63,44249.22
INV0030497,CUST009414,2026-08-11,70418.0,11577.26,1574.54,80420.72
INV0030498,CUST008892,2026-08-23,97059.41,10274.46,2252.29,105081.58
INV0030499,CUST007316,2026-08-03,55413.79,5317.4,3125.81,57605.38
INV0030500,CUST006712,2026-08-25,31174.66,5155.57,2874.93,33455.3
INV0030501,CUST002196,2026-08-11,36390.62,4429.57,148.09,40672.1
INV0030502,CUST004977,2026-08-09,37147.93,2626.61,623.36,39151.18
INV0030503,CUST004221,2026-08-27,88362.13,15206.3,3176.46,100391.97
INV0030504,CUST003902,2026-08-09,3012.99,489.07,102.59,3399.47
INV0030505,CUST007694,2026-08-20,63900.99,8237.23,5342.75,66795.47
INV0030506,CUST004735,2026-08-13,2637.02,275.56,200.74,2711.84
INV0030507,CUST005094,2026-08-10,33796.7,5818.04,2515.28,37099.46
INV0030508,CUST008516,2026-08-31,33891.64,1999.1,1211.76,34678.98
INV0030509,CUST006409,2026-08-29,79900.19,7618.53,5334.39,82184.33
INV0030510,CUST007133,2026-08-20,95643.7,10896.5,3217.3,103322.9
INV0030511,CUST003715,2026-08-18,31760.4,2579.64,2879.59,31460.45
INV0030512,CUST007254,2026-08-18,4750.18,386.92,126.88,5010.22
INV0030513,CUST009803,2026-08-06,13752.61,1405.43,660.05,14497.99
INV0030514,CUST001856,2026-08-14,90858.24,13480.68,3581.34,100757.58
INV0030515,CUST003511,2026-08-20,84553.45,6971.65,4060.73,87464.37
INV0030516,CUST008389,2026-08-30,11326.67,841.21,527.38,11640.5
INV0030517,CUST000375,2026-08-28,17924.13,2264.05,296.58,19891.6
INV0030518,CUST001123,2026-08-06,35855.17,3637.64,696.4,38796.41
INV0030519,CUST007535,2026-08-29,20023.15,3244.66,773.01,22494.8
INV0030520,CUST004116,2026-08-06,20009.06,2466.22,1509.9,20965.38
INV0030521,CUST003858,2026-08-09,24934.44,2342.81,981.85,26295.4
INV0030522,CUST009182,2026-08-14,16798.49,1427.05,267.38,17958.16
INV0030523,CUST004472,2026-08-03,82775.21,4618.14,979.24,86414.11
INV0030524,CUST003276,2026-08-17,75067.37,7559.27,3951.31,78675.33
INV0030525,CUST007879,2026-08-27,77039.06,10285.96,328.08,86996.94
INV0030526,CUST006697,2026-08-28,65474.09,9192.19,693.44,73972.84
INV0030527,CUST005096,2026-08-27,26130.71,1388.26,1086.19,26432.78
INV0030528,CUST008305,2026-08-26,50203.01,8397.51,2594.01,56006.51
INV0030529,CUST007933,2026-08-01,70255.17,9361.08,6950.42,72665.83
INV0030530,CUST002564,2026-08-06,18767.63,2523.73,235.9,21055.46
INV0030531,CUST003540,2026-08-05,86539.27,7331.28,3153.16,90717.39
INV0030532,CUST003479,2026-08-30,46853.9,6781.35,1176.95,52458.3
INV0030533,CUST000013,2026-08-16,38977.11,5757.89,2618.28,42116.72
INV0030534,CUST001510,2026-08-08,90371.08,8251.15,1164.3,97457.93
INV0030535,CUST008106,2026-08-10,67421.44,8987.15,4475.77,71932.82
INV0030536,CUST008449,2026-08-03,49925.08,3393.62,3018.23,50300.47
INV0030537,CUST008060,2026-08-02,24665.97,1676.27,2121.9,24220.34
INV0030538,CUST009244,2026-08-02,59059.95,6984.72,631.95,65412.72
INV0030539,CUST008811,2026-08-14,25851.24,3712.3,1918.8,27644.74
INV0030540,CUST008369,2026-08-11,41832.74,6331.08,719.14,47444.68
INV0030541,CUST004903,2026-08-04,13534.12,927.24,638.67,13822.69
INV0030542,CUST008162,2026-08-29,45781.17,4501.99,1734.19,48548.97
INV0030543,CUST000136,2026-08-07,19580.18,1484.18,1494.12,19570.24
INV0030544,CUST008078,2026-08-17,68609.88,5328.62,330.83,73607.67
INV0030545,CUST006341,2026-08-12,99674.57,10034.98,4388.79,105320.76
INV0030546,CUST001290,2026-08-08,55547.38,4606.8,3371.94,56782.24
INV0030547,CUST005317,2026-08-06,92108.52,9421.7,2067.56,99462.66
INV0030548,CUST006505,2026-08-07,82304.06,4801.3,925.9,86179.46
INV0030549,CUST000854,2026-08-26,76386.65,11527.59,5670.27,82243.97
INV0030550,CUST001470,2026-08-03,19640.44,3208.38,807.83,22040.99
INV0030551,CUST009702,2026-08-30,13420.39,2243.22,749.76,14913.85
INV0030552,CUST004345,2026-08-15,12422.21,2010.19,590.88,13841.52
INV0030553,CUST000600,2026-08-05,64249.28,4537.36,3950.73,64835.91
INV0030554,CUST001156,2026-08-03,15745.23,1034.7,279.43,16500.5
INV0030555,CUST009090,2026-08-12,32198.39,1871.17,2122.77,31946.79
INV0030556,CUST006813,2026-08-14,24051.97,3811.08,303.31,27559.74
INV0030557,CUST005853,2026-08-08,75044.3,4220.72,5099.28,74165.74
INV0030558,CUST003481,2026-08-02,2093.43,119.02,205.72,2006.73
INV0030559,CUST009468,2026-08-30,55405.99,4217.95,2033.64,57590.3
INV0030560,CUST007918,2026-08-21,78387.41,11571.04,5136.78,84821.67
INV0030561,CUST001794,2026-08-13,29289.6,2270.32,2304.21,29255.71
INV0030562,CUST004116,2026-08-21,34854.38,1768.71,1295.69,35327.4
INV0030563,CUST002613,2026-08-27,89358.52,6614.6,1542.8,94430.32
INV0030564,CUST007825,2026-08-31,45281.34,3028.21,14.11,48295.44
INV0030565,CUST005178,2026-08-19,17273.91,2204.21,703.55,18774.57
INV0030566,CUST004679,2026-08-03,15243.68,834.19,486.72,15591.15
INV0030567,CUST009078,2026-08-04,64200.36,8326.88,6091.5,66435.74
INV0030568,CUST005053,2026-08-27,76658.99,12369.2,1960.47,87067.72
INV0030569,CUST006762,2026-08-06,59883.31,9502.92,293.91,69092.32
INV0030570,CUST004767,2026-08-31,783.57,63.92,40.0,807.49
INV0030571,CUST004955,2026-08-01,33892.26,5537.29,2694.95,36734.6
INV0030572,CUST002007,2026-08-28,69944.85,10438.66,1063.51,79320.0
INV0030573,CUST000528,2026-08-23,45366.46,6491.66,2727.25,49130.87
INV0030574,CUST008314,2026-08-04,47663.25,4454.76,328.37,51789.64
INV0030575,CUST004212,2026-08-16,14027.54,1257.75,824.97,14460.32
INV0030576,CUST008223,2026-08-01,89380.17,4762.72,4339.62,89803.27
INV0030577,CUST002963,2026-08-02,65072.07,6935.1,474.55,71532.62
INV0030578,CUST006245,2026-08-02,9727.61,1465.38,798.05,10394.94
INV0030579,CUST001465,2026-08-17,21756.89,2536.14,1265.38,23027.65
INV0030580,CUST007357,2026-08-28,51984.25,8880.56,1524.54,59340.27
INV0030581,CUST007584,2026-08-27,46032.99,5014.75,795.02,50252.72
INV0030582,CUST004647,2026-08-18,83885.41,13041.62,2792.29,94134.74
INV0030583,CUST007555,2026-08-31,95609.44,11962.41,7658.86,99912.99
INV0030584,CUST000677,2026-08-12,45666.76,7407.36,1936.33,51137.79
INV0030585,CUST008002,2026-08-17,24602.16,4369.27,765.58,28205.85
INV0030586,CUST000086,2026-08-19,82772.8,9503.4,7093.82,85182.38
INV0030587,CUST004836,2026-08-14,67516.35,8386.34,4309.66,71593.03
INV0030588,CUST001012,2026-08-01,43695.97,4440.03,53.43,48082.57
INV0030589,CUST008036,2026-08-17,79782.99,11444.48,7568.49,83658.98
INV0030590,CUST006047,2026-08-28,7401.65,827.12,180.12,8048.65
INV0030591,CUST008203,2026-08-31,58593.34,7042.6,1276.8,64359.14
INV0030592,CUST007395,2026-08-19,78232.96,12460.42,6023.97,84669.41
INV0030593,CUST005404,2026-08-25,22835.83,2427.91,2237.54,23026.2
INV0030594,CUST006748,2026-08-22,28157.34,4628.25,1923.74,30861.85
INV0030595,CUST005827,2026-08-24,38519.37,2288.51,2401.73,38406.15
INV0030596,CUST008535,2026-08-02,37398.12,5095.1,1341.89,41151.33
INV0030597,CUST008975,2026-08-07,95970.83,10798.78,4841.25,101928.36
INV0030598,CUST001084,2026-08-24,87949.98,9983.64,1143.56,96790.06
INV0030599,CUST007961,2026-08-28,98774.64,5092.04,466.32,103400.36
INV0030600,CUST002321,2026-08-03,87447.95,5094.33,8109.82,84432.46
INV0030601,CUST009503,2026-08-19,7840.35,1012.78,782.49,8070.64
INV0030602,CUST004221,2026-08-18,47604.84,4871.31,198.38,52277.77
INV0030603,CUST002412,2026-08-08,77635.47,6516.06,2792.55,81358.98
INV0030604,CUST008374,2026-08-01,74151.88,6750.84,5389.3,75513.42
INV0030605,CUST003760,2026-08-30,86724.61,10955.12,8214.49,89465.24
INV0030606,CUST003833,2026-08-06,91543.98,10393.46,1664.74,100272.7
INV0030607,CUST001756,2026-08-16,23599.23,1246.38,2273.58,22572.03
INV0030608,CUST009244,2026-08-28,38307.55,5103.25,2018.22,41392.58
INV0030609,CUST008918,2026-08-05,65218.78,8824.45,4864.76,69178.47
INV0030610,CUST008166,2026-08-27,62150.96,4253.36,2.79,66401.53
INV0030611,CUST001106,2026-08-25,66966.42,4489.18,420.58,71035.02
INV0030612,CUST005906,2026-08-12,39906.54,3649.13,3022.5,40533.17
INV0030613,CUST005524,2026-08-01,18445.17,2623.36,1146.29,19922.24
INV0030614,CUST001448,2026-08-31,17197.74,2765.08,1212.8,18750.02
INV0030615,CUST000600,2026-08-11,86945.03,6417.71,5944.66,87418.08
INV0030616,CUST007178,2026-08-19,55942.72,3676.24,855.01,58763.95
INV0030617,CUST009666,2026-08-20,15966.89,1405.59,1300.87,16071.61
INV0030618,CUST008510,2026-08-23,56500.53,8386.33,2884.11,62002.75
INV0030619,CUST003047,2026-08-14,15383.66,1269.9,496.01,16157.55
INV0030620,CUST001598,2026-08-31,67654.35,9149.31,1652.02,75151.64
INV0030621,CUST003872,2026-08-29,56670.99,5729.58,38.65,62361.92
INV0030622,CUST007219,2026-08-30,58479.17,7682.7,5812.26,60349.61
INV0030623,CUST004439,2026-08-22,22403.42,3608.15,554.3,25457.27
INV0030624,CUST005735,2026-08-05,24408.56,3460.17,809.15,27059.58
INV0030625,CUST002630,2026-08-14,10149.34,588.4,492.83,10244.91
INV0030626,CUST006414,2026-08-17,53987.41,8429.88,1814.13,60603.16
INV0030627,CUST007590,2026-08-09,42749.97,5466.28,39.99,48176.26
INV0030628,CUST006441,2026-08-12,10931.4,1247.07,721.23,11457.24
INV0030629,CUST001480,2026-08-27,52541.39,6467.53,3138.07,55870.85
INV0030630,CUST003528,2026-08-06,16747.64,2100.1,1367.05,17480.69
INV0030631,CUST002074,2026-08-16,4519.37,586.65,87.55,5018.47
INV0030632,CUST005575,2026-08-25,23317.03,3547.53,1132.42,25732.14
INV0030633,CUST005354,2026-08-17,96359.46,10869.7,3110.13,104119.03
INV0030634,CUST006462,2026-08-19,98692.68,11719.93,5696.48,104716.13
INV0030635,CUST001834,2026-08-24,21866.91,2600.04,1255.1,23211.85
INV0030636,CUST008497,2026-08-06,24804.0,3615.2,1110.97,27308.23
INV0030637,CUST004408,2026-08-28,90773.79,5316.15,7213.41,88876.53
INV0030638,CUST005508,2026-08-31,18388.17,1308.59,305.2,19391.56
INV0030639,CUST006040,2026-08-27,62110.37,7055.36,1381.6,67784.13
INV0030640,CUST007799,2026-08-04,74541.6,10729.24,424.33,84846.51
INV0030641,CUST001919,2026-08-30,62534.19,8652.65,249.1,70937.74
INV0030642,CUST004583,2026-08-12,27491.06,2583.48,373.14,29701.4
INV0030643,CUST009591,2026-08-09,34412.09,4821.6,2854.81,36378.88
INV0030644,CUST003803,2026-08-31,88411.2,10068.19,6071.05,92408.34
INV0030645,CUST001960,2026-08-04,8595.18,1479.97,335.5,9739.65
INV0030646,CUST009015,2026-08-06,79389.95,4548.92,7205.85,76733.02
INV0030647,CUST000179,2026-08-17,94906.88,7447.48,7826.68,94527.68
INV0030648,CUST001754,2026-08-28,64315.42,9675.72,4490.35,69500.79
INV0030649,CUST009752,2026-08-30,50699.42,8976.39,2080.05,57595.76
INV0030650,CUST005754,2026-08-12,6065.06,939.72,67.93,6936.85
INV0030651,CUST003960,2026-08-17,64249.28,6851.42,3614.56,67486.14
INV0030652,CUST003341,2026-08-11,6684.1,1054.69,355.4,7383.39
INV0030653,CUST000315,2026-08-09,78130.06,8601.81,4930.02,81801.85
INV0030654,CUST007461,2026-08-28,84248.01,12598.29,562.63,96283.67
INV0030655,CUST005057,2026-08-04,75669.12,7473.11,3976.85,79165.38
INV0030656,CUST008503,2026-08-05,88079.14,7939.9,971.2,95047.84
INV0030657,CUST008693,2026-08-09,78850.79,4761.6,6760.32,76852.07
INV0030658,CUST007504,2026-08-11,70585.99,6094.75,776.69,75904.05
INV0030659,CUST000470,2026-08-08,65036.72,6454.66,2295.82,69195.56
INV0030660,CUST000915,2026-08-16,81394.17,8164.58,4053.67,85505.08
INV0030661,CUST000335,2026-08-23,31370.55,3371.79,732.81,34009.53
INV0030662,CUST006128,2026-08-05,88801.12,11722.88,3290.99,97233.01
INV0030663,CUST009571,2026-08-02,6239.42,622.44,413.13,6448.73
INV0030664,CUST003208,2026-08-06,61140.1,10642.56,2688.07,69094.59
INV0030665,CUST007116,2026-08-12,22877.57,3973.14,1300.37,25550.34
INV0030666,CUST002910,2026-08-04,85316.84,6551.17,6471.77,85396.24
INV0030667,CUST004881,2026-08-09,95904.87,5098.28,8508.68,92494.47
INV0030668,CUST006062,2026-08-10,28171.29,4999.89,1520.56,31650.62
INV0030669,CUST000869,2026-08-22,25759.4,1695.97,281.59,27173.78
INV0030670,CUST007548,2026-08-09,30561.98,3917.75,1071.51,33408.22
INV0030671,CUST006560,2026-08-15,47105.59,3422.2,2324.6,48203.19
INV0030672,CUST008469,2026-08-21,49588.18,7464.24,4660.54,52391.88
INV0030673,CUST001691,2026-08-22,54673.76,9651.98,4249.17,60076.57
INV0030674,CUST007681,2026-08-14,42748.97,2373.68,619.2,44503.45
INV0030675,CUST005997,2026-08-31,86362.3,7701.22,2818.31,91245.21
INV0030676,CUST000193,2026-08-11,5923.66,979.61,246.07,6657.2
INV0030677,CUST003878,2026-08-17,9754.39,1228.13,421.23,10561.29
INV0030678,CUST009412,2026-08-02,61238.96,8664.57,613.5,69290.03
INV0030679,CUST000772,2026-08-30,97895.25,5850.99,1907.07,101839.17
INV0030680,CUST008146,2026-08-19,81996.57,5286.37,1637.0,85645.94
INV0030681,CUST009546,2026-08-02,11063.35,1889.68,771.71,12181.32
INV0030682,CUST008159,2026-08-01,23332.43,1348.91,415.18,24266.16
INV0030683,CUST004980,2026-08-20,41669.22,3469.08,1263.17,43875.13
INV0030684,CUST007145,2026-08-24,26275.31,3574.06,970.05,28879.32
INV0030685,CUST007797,2026-08-05,63335.19,4587.86,1409.03,66514.02
INV0030686,CUST007956,2026-08-15,57612.27,8287.37,5672.76,60226.88
INV0030687,CUST004849,2026-08-30,27665.86,2131.57,1555.27,28242.16
INV0030688,CUST001436,2026-08-08,30722.51,1570.76,1437.46,30855.81
INV0030689,CUST009868,2026-08-07,36743.19,5994.94,1623.17,41114.96
INV0030690,CUST003131,2026-08-15,76803.82,12858.56,4150.8,85511.58
INV0030691,CUST005612,2026-08-20,90061.81,15401.99,6028.68,99435.12
INV0030692,CUST003402,2026-08-04,96029.77,15000.33,4581.25,106448.85
INV0030693,CUST000633,2026-08-02,19697.61,3236.18,1667.53,21266.26
INV0030694,CUST009124,2026-08-21,78608.16,11673.94,7409.0,82873.1
INV0030695,CUST000239,2026-08-26,12934.36,1952.78,89.22,14797.92
INV0030696,CUST006841,2026-08-02,66441.85,5836.42,3924.7,68353.57
INV0030697,CUST005637,2026-08-13,61994.8,9353.4,2922.29,68425.91
INV0030698,CUST000320,2026-08-19,45958.85,6041.43,3392.76,48607.52
INV0030699,CUST007750,2026-08-17,30554.08,3953.36,65.85,34441.59
INV0030700,CUST003100,2026-08-19,49115.37,4933.32,2346.03,51702.66
INV0030701,CUST009074,2026-08-05,99122.17,15544.01,3687.37,110978.81
INV0030702,CUST006614,2026-08-22,81001.88,8649.09,4207.92,85443.05
INV0030703,CUST006846,2026-08-27,50009.81,3591.89,1613.15,51988.55
INV0030704,CUST009600,2026-08-07,77476.69,13759.62,2230.5,89005.81
INV0030705,CUST009130,2026-08-01,17272.59,2556.33,320.85,19508.07
INV0030706,CUST004290,2026-08-21,11070.57,1355.35,995.03,11430.89
INV0030707,CUST007845,2026-08-05,72554.97,12339.46,5167.51,79726.92
INV0030708,CUST006179,2026-08-15,31908.85,2466.23,1560.73,32814.35
INV0030709,CUST004299,2026-08-02,70953.16,5520.38,2372.12,74101.42
INV0030710,CUST008752,2026-08-12,10725.63,1521.93,595.88,11651.68
INV0030711,CUST009877,2026-08-07,36311.81,1903.32,1065.0,37150.13
INV0030712,CUST006587,2026-08-27,77518.84,6057.81,4372.35,79204.3
INV0030713,CUST001771,2026-08-24,3579.07,245.12,95.79,3728.4
INV0030714,CUST007375,2026-08-01,53826.68,6430.25,1025.18,59231.75
INV0030715,CUST008874,2026-08-13,61070.51,9094.78,2854.79,67310.5
INV0030716,CUST007431,2026-08-22,47909.72,8547.04,3514.04,52942.72
INV0030717,CUST006357,2026-08-19,74927.26,5876.75,2033.9,78770.11
INV0030718,CUST003660,2026-08-15,97238.46,6984.1,3025.4,101197.16
INV0030719,CUST003375,2026-08-16,98872.01,11231.44,1834.16,108269.29
INV0030720,CUST004120,2026-08-04,8563.49,589.7,506.96,8646.23
INV0030721,CUST005822,2026-08-14,79256.26,13207.39,3821.2,88642.45
INV0030722,CUST002692,2026-08-30,50368.1,7057.53,1676.71,55748.92
INV0030723,CUST007967,2026-08-23,76469.81,5435.5,5956.86,75948.45
INV0030724,CUST000537,2026-08-02,91099.49,7531.5,4947.23,93683.76
INV0030725,CUST001432,2026-08-12,36688.54,2291.32,344.36,38635.5
INV0030726,CUST000395,2026-08-04,31581.42,1849.37,1085.34,32345.45
INV0030727,CUST000893,2026-08-15,82214.65,11046.28,7777.71,85483.22
INV0030728,CUST003521,2026-08-20,80560.07,4360.71,5597.23,79323.55
INV0030729,CUST002089,2026-08-06,51034.5,6114.27,597.53,56551.24
INV0030730,CUST002651,2026-08-07,74563.66,7771.91,1477.42,80858.15
INV0030731,CUST003835,2026-08-11,68768.97,6051.46,1764.7,73055.73
INV0030732,CUST009358,2026-08-01,9766.3,860.56,913.86,9713.0
INV0030733,CUST004695,2026-08-23,71722.7,7431.26,550.44,78603.52
INV0030734,CUST007849,2026-08-02,56415.05,4722.64,612.54,60525.15
INV0030735,CUST000425,2026-08-23,89811.04,15016.33,3364.96,101462.41
INV0030736,CUST002751,2026-08-24,47513.98,3791.28,4653.06,46652.2
INV0030737,CUST001612,2026-08-15,92571.29,10568.61,8915.84,94224.06
INV0030738,CUST002362,2026-08-01,68487.8,4055.2,3985.65,68557.35
INV0030739,CUST002768,2026-08-27,46698.0,7846.73,4180.4,50364.33
INV0030740,CUST005411,2026-08-08,75535.54,6124.41,3366.62,78293.33
INV0030741,CUST003052,2026-08-23,79442.8,6725.59,3364.07,82804.32
INV0030742,CUST004321,2026-08-20,99298.61,8942.33,8969.47,99271.47
INV0030743,CUST007084,2026-08-31,16035.1,2711.13,127.99,18618.24
INV0030744,CUST009640,2026-08-16,67000.18,4726.19,4365.16,67361.21
INV0030745,CUST006696,2026-08-06,93615.47,14736.09,4738.54,103613.02
INV0030746,CUST009414,2026-08-27,30876.91,4701.86,1702.97,33875.8
INV0030747,CUST009098,2026-08-28,97408.49,6875.15,1370.31,102913.33
INV0030748,CUST002456,2026-08-12,27063.99,1936.67,2407.42,26593.24
INV0030749,CUST004550,2026-08-17,58945.93,5933.74,1090.34,63789.33
INV0030750,CUST008456,2026-08-10,54430.6,4092.4,5178.6,53344.4
INV0030751,CUST009804,2026-08-29,99322.8,8895.29,4207.35,104010.74
INV0030752,CUST002546,2026-08-16,31360.27,3925.67,2805.28,32480.66
INV0030753,CUST003338,2026-08-10,38723.81,6235.78,1011.15,43948.44
INV0030754,CUST005443,2026-08-02,49178.77,4821.26,763.17,53236.86
INV0030755,CUST004611,2026-08-25,48842.58,3442.93,1906.79,50378.72
INV0030756,CUST005166,2026-08-01,58847.64,5112.89,46.14,63914.39
INV0030757,CUST003785,2026-08-18,67049.56,11158.1,6029.55,72178.11
INV0030758,CUST007328,2026-08-12,60681.11,10326.81,1362.06,69645.86
INV0030759,CUST001713,2026-08-27,16565.2,2398.86,1220.28,17743.78
INV0030760,CUST008697,2026-08-19,52920.76,6165.93,3638.18,55448.51
INV0030761,CUST008759,2026-08-21,98526.32,6483.31,667.95,104341.68
INV0030762,CUST002328,2026-08-24,19696.38,1930.37,803.08,20823.67
INV0030763,CUST004170,2026-08-04,61898.8,8829.66,5914.08,64814.38
INV0030764,CUST003641,2026-08-28,4927.06,453.49,424.9,4955.65
INV0030765,CUST008383,2026-08-12,74132.28,7075.79,7162.99,74045.08
INV0030766,CUST000171,2026-08-16,67944.66,8968.09,6002.24,70910.51
INV0030767,CUST000200,2026-08-26,59718.89,6533.18,2162.23,64089.84
INV0030768,CUST003616,2026-08-22,97606.68,14840.6,5313.38,107133.9
INV0030769,CUST000501,2026-08-30,5171.15,572.08,424.03,5319.2
INV0030770,CUST004050,2026-08-29,47712.83,3553.06,3977.22,47288.67
INV0030771,CUST009395,2026-08-29,80605.03,13580.22,2784.74,91400.51
INV0030772,CUST000068,2026-08-11,35801.19,2105.63,3254.31,34652.51
INV0030773,CUST005958,2026-08-19,46689.73,2597.18,2363.74,46923.17
INV0030774,CUST001903,2026-08-03,94726.17,7815.25,6815.84,95725.58
INV0030775,CUST006162,2026-08-10,96354.83,11006.24,9167.99,98193.08
INV0030776,CUST005369,2026-08-08,62398.96,10154.77,5348.09,67205.64
INV0030777,CUST005616,2026-08-30,86465.57,7673.54,8095.8,86043.31
INV0030778,CUST006053,2026-08-11,63789.98,5130.57,4092.11,64828.44
INV0030779,CUST004228,2026-08-09,59877.57,10415.43,1048.46,69244.54
INV0030780,CUST000401,2026-08-01,97322.38,5314.53,1459.42,101177.49
INV0030781,CUST006585,2026-08-04,44795.03,4963.6,3099.44,46659.19
INV0030782,CUST007118,2026-08-04,35279.49,3995.48,2616.37,36658.6
INV0030783,CUST002972,2026-08-16,21374.44,3635.39,495.35,24514.48
INV0030784,CUST007109,2026-08-09,18677.49,2842.29,1150.03,20369.75
INV0030785,CUST006347,2026-08-29,18114.3,976.27,1751.46,17339.11
INV0030786,CUST008364,2026-08-15,94521.78,9044.8,8958.26,94608.32
INV0030787,CUST005942,2026-08-27,52138.31,8434.31,1576.81,58995.81
INV0030788,CUST008098,2026-08-07,29466.59,2427.1,1282.72,30610.97
INV0030789,CUST008429,2026-08-09,51448.83,4220.38,4522.19,51147.02
INV0030790,CUST005864,2026-08-26,84342.0,6173.98,560.87,89955.11
INV0030791,CUST001061,2026-08-14,21248.88,2467.31,1710.29,22005.9
INV0030792,CUST008319,2026-08-15,71263.03,8614.86,4512.47,75365.42
INV0030793,CUST005360,2026-08-07,54922.65,9814.6,4958.37,59778.88
INV0030794,CUST002057,2026-08-25,28362.56,4660.2,995.09,32027.67
INV0030795,CUST005536,2026-08-18,17004.75,3017.7,1341.72,18680.73
